Date From,Date To,Name,Venue,Country,Category,Calendar,Class,EMail,Website
8/24/2025,8/24/2025,Critérium de Bretagne,Javené,FRA,ME,EUR,CRTP,mic35300@gmail.com,
8/26/2025,8/29/2025,Tour Poitou - Charentes en Nouvelle Aquitaine,,FRA,ME,EUR,2.1,poitoucharentesanimation@orange.fr,www.tour-poitou-charentes.com
8/27/2025,8/27/2025,Druivenkoers - Overijse ,,BEL,MJ,EUR,1.1,de.sportvrienden@gmail.com,www.desportvriendenoverijse.be
8/27/2025,8/27/2025,Druivenkoers - Overijse WJ,,BEL,WJ,EUR,1.1,de.sportvrienden@gmail.com,www.desportvriendenoverijse.be
8/27/2025,8/27/2025,Muur Classic Geraardsbergen,,BEL,ME,EUR,1.1,muurclassic@geraardsbergen.be,www.muurclassic.be
8/27/2025,8/30/2025,Tour of Route Salvation,,TUR,ME,EUR,2.2,info@bisiklet.gov.tr,www.bisiklet.gov.tr
8/28/2025,8/28/2025,Kreiz Breizh Elites Féminin,,FRA,WE,EUR,1.1,presidence@sitekbe.com,www.sitekbe.com
8/29/2025,8/29/2025,GP Plouay Junior Men,,FRA,MJ,EUR,1.1,damienchemille@hotmail.com,www.pco.bzh
8/29/2025,8/29/2025,La Ronde des Sources,,FRA,ME,EUR,CRTP,contact@larondedessources.fr,larondedessources.fr
8/30/2025,8/30/2025,Classic Lorient Agglomération - CERATIZIT,,FRA,WE,MON,1.WWT,damienchemille@hotmail.com,www.pco.bzh
8/30/2025,8/30/2025,Trofeo Comune di Vertova - Memorial Pietro Merelli,,ITA,MJ,EUR,1.1,un.ci.sanmarco@gmail.com,www.sanmarcovertova.it
8/30/2025,8/30/2025,Grand Prix CERATIZIT Women Junior,,FRA,WJ,EUR,1.1,damienchemille@hotmail.com,www.pco.bzh
8/30/2025,8/30/2025,Slag om Norg,,NED,ME,EUR,1.2,thijs.rondhuis@gmail.com,https://courage-events.nl
8/30/2025,8/31/2025,National Road Championships - Peru (Junior),,PER,,AME,CN,atajut@fedepeci.pe; presidencia@fedepeci.pe,www.fedepeci.pe
8/30/2025,9/4/2025,Tour of Bulgaria,,BUL,ME,EUR,2.2,contact@bgcf.bg,www.bgcf.bg
8/31/2025,8/31/2025,Grote Prijs Stad Halle,,BEL,ME,EUR,1.2,freddyvandercammen11@gmail.com,www.gphalle.be
8/31/2025,8/31/2025,Trofeo Emilio Paganessi,,ITA,MJ,EUR,1.1,un.ci.sanmarco@gmail.com,www.sanmarcovertova.it
8/31/2025,8/31/2025,Grand Prix de Plouay,,FRA,ME,EUR,1.2,damienchemille@hotmail.com,www.pco.bzh
8/31/2025,8/31/2025,La Route des Géants,,BEL,MJ,EUR,1.1,bart.vannieuwenhuyze@telenet.be,www.ieperfietst.be
8/31/2025,8/31/2025,Bretagne Classic - Ouest-France,,FRA,ME,UWT,1.UWT,damienchemille@hotmail.com; tranvaux.jean-yves@wanadoo.fr,www.pco.bzh
8/31/2025,8/31/2025,GP Kranj,,SLO,ME,EUR,1.2,kksava@siol.net,www.kklub-sava.si
8/31/2025,8/31/2025,Grand Prix de la Somme Conseil Départemental 80,,FRA,ME,EUR,1.2,hubertlouvet@wanadoo.fr; contact@promotion-sport-picardie.com,www.promotion-sport-picardie.com
8/31/2025,8/31/2025,Ronde van de Achterhoek,,NED,ME,EUR,1.2,info@rondevandeachterhoek.nl,www.rondevandeachterhoek.nl
9/1/2025,9/5/2025,Tour de DMZ,,KOR,MJ,ASI,2.Ncup,tourdedmz@sports.or.kr,http://www.tourdedmz.or.kr/
9/2/2025,9/7/2025,Lloyds Bank Tour of Britain Men,,GBR,ME,EUR,2.Pro,info@britishcyclingevents.org.uk,
9/2/2025,9/7/2025,Simac Ladies Tour,,NED,WE,MON,2.WWT,thijs.rondhuis@courage-events.nl,simacladiestour.nl
9/4/2025,9/6/2025,Flanders Tomorrow Tour,,BEL,MU,EUR,2.2U,info@bredenekoksijdeclassic.be,http://www.bredenekoksijdeclassic.be
9/4/2025,9/6/2025,Tour of Kosovo,,KOS,ME,EUR,2.2,kosovacf@yahoo.com,
9/4/2025,9/7/2025,Giro della Regione Friuli Venezia Giulia,,ITA,ME,EUR,2.2,libertasceresetto@gmail.com,www.libertasceresetto.com
9/4/2025,9/7/2025,Premondiale Giro Toscana Int. Femminile - Memorial Michela Fanini,,ITA,WE,EUR,2.2,info@michelafanini.com,www.michelafanini.com
9/4/2025,9/7/2025,Okolo jižních Čech / Tour of South Bohemia,,CZE,ME,EUR,2.2,info@okolojiznichcech.cz,http://www.okolojiznichcech.cz/
9/4/2025,9/7/2025,Giro Della Lunigiana,,ITA,MJ,EUR,2.1,michyricci@hotmail.com,www.girodellalunigiana.org
9/4/2025,9/7/2025,Tour of İstanbul,,TUR,ME,EUR,2.1,info@tourofistanbul.com.tr; info@bisiklet.gov.tr,www.bisiklet.gov.tr
9/5/2025,9/7/2025,Grand Prix Rüebliland,,SUI,MJ,EUR,2.1,sekretariat@gp-ruebliland.ch,www.gp-ruebliland.ch
9/5/2025,9/7/2025,Vuelta a Cantabria - GP. Gobierno de Cantabria,,ESP,MJ,EUR,2.1,info@sportpublic.com,www.vueltacantabria.es
9/6/2025,9/6/2025,Maryland Cycling Classic,,USA,ME,AME,1.Pro,info@marylandcyclingclassic.us,marylandcyclingclassic.com
9/6/2025,9/6/2025,Maryland Cycling Classic Women,,USA,WE,AME,1.1,bob@sportcorpmaryland.us,www.marylandcyclingclassic.us
9/7/2025,9/7/2025,GP Industria & Artigianato,,ITA,ME,EUR,1.Pro,info@ciclismolarcianese.it,www.ciclismolarcianese.it
9/7/2025,9/7/2025,Grote prijs Beerens,,BEL,WE,EUR,1.1,info@destervanaartselaar.be,www.destervanaartselaar.be
9/8/2025,9/9/2025,Tour of Binzhou,,CHN,ME,ASI,2.1,admin@chncycling.com; tourofbinzhou@163.com,http://cycling.sport.org.cn/
9/9/2025,9/14/2025,Tour Cycliste Féminin International de l'Ardèche,,FRA,WE,EUR,2.1,contact-tcfia@tcfia.com,www.tcfia.com
9/10/2025,9/10/2025,Giro della Toscana - Memorial Alfredo Martini,,ITA,ME,EUR,1.1,coppasabatini@gmail.com,www.girodellatoscana.com
9/10/2025,9/14/2025,Turul Romaniei,,ROU,ME,EUR,2.2,office@federatiadeciclism.ro,www.turulromaniei.ro
9/11/2025,9/11/2025,Gran Premio città di Peccioli - Coppa Sabatini,,ITA,ME,EUR,1.Pro,coppasabatini@gmail.com,www.coppasabatini.com
9/12/2025,9/12/2025,Grand Prix Cycliste de Québec,,CAN,ME,UWT,1.UWT,info@gpcqm.ca; jlimare@gpcqm.ca,www.gpcqm.ca
9/13/2025,9/13/2025,Memorial Marco Pantani,,ITA,ME,EUR,1.1,gsemiliaciclismo@tin.it,www.gsemilia.it
9/13/2025,9/13/2025,A Travers les Hauts de France,,FRA,WE,EUR,1.1,sebastien.barre85@gmail.com,www.clovissportorganisation.fr
9/13/2025,9/15/2025,Tour of Shanghai,,CHN,ME,ASI,2.2,admin@chncycling.com;caiyy@jussevent.com,
9/14/2025,9/14/2025,Trofeo Buffoni,,ITA,MJ,EUR,1.1,trofeobuffoni@yahoo.it,www.trofeobuffoni.com
9/14/2025,9/14/2025,Trofeo Matteotti,,ITA,ME,EUR,1.1,ucfernandoperna@gmail.com,www.trofeomatteotti.com
9/14/2025,9/14/2025,La Choralis Fourmies Féminine,,FRA,WE,EUR,1.Pro,gpf@fourmies.fr,www.grandprixdefourmies.com
9/14/2025,9/14/2025,GP Rik Van Looy,,BEL,ME,EUR,1.2,info@gprikvanlooy.be,www.gprikvanlooy.be
9/14/2025,9/14/2025,Women's Cycling Grand Prix Stuttgart & Region,,GER,WE,EUR,1.Pro,wcgp@inflame-events.com,www.stuttgart.wcgp.de
9/14/2025,9/14/2025,GP de Fourmies / La Voix du Nord,,FRA,ME,EUR,1.Pro,gpf@fourmies.fr,www.grandprixdefourmies.com
9/14/2025,9/14/2025,Pionera Race,,ESP,WE,EUR,1.2,eventos@sltmarketing.com,www.sltsport.eu
9/14/2025,9/14/2025,Grand Prix Cycliste de Montréal,,CAN,ME,UWT,1.UWT,info@gpcqm.ca; jlimare@gpcqm.ca,www.gpcqm.ca
9/17/2025,9/17/2025,Grand Prix de Wallonie,,BEL,ME,EUR,1.Pro,christophe.brandt@trworg.be; wendy.dessauvages@trworg.be,www.trworg.be
9/17/2025,9/17/2025,St Feuillien Grand Prix de Wallonie,,BEL,WE,EUR,1.1,wendy.dessauvages@trworg.be,www.trworg.be
9/17/2025,9/21/2025,Okolo Slovenska / Tour de Slovaquie,,SVK,ME,EUR,2.1,lucanic.ludovit@gmail.com,www.okoloslovenska.com
9/17/2025,9/21/2025,Skoda Tour de Luxembourg,,LUX,ME,EUR,2.Pro,info@skodatour.lu,www.skodatour.lu
9/18/2025,9/21/2025,Tour de Serbie,,SRB,ME,EUR,2.2,office@bss.rs,www.bss.rs
9/19/2025,9/19/2025,Kampioenschap van Vlaanderen,,BEL,ME,EUR,1.1,koolskamp@kampioenschapvanvlaanderen.be,www.kampioenschapvanvlaanderen.be
9/19/2025,9/19/2025,Chrono Féminin de Gatineau,,CAN,WE,AME,1.1,tourdegatineau@gmail.ca,tourdegatineau.ca
9/19/2025,9/21/2025,Tour of Huangshan,,CHN,ME,ASI,2.1,hanrm@orgpackaging.com;admin@chncycling.com,
9/19/2025,9/30/2025,Tour of Poyang Lake,,CHN,ME,ASI,2.2,jessie.zeng0321@qq.com;admin@chncycling.com,http://tyj.jiangxi.gov.cn/
9/20/2025,9/20/2025,SUPER 8 Classic,,BEL,ME,EUR,1.Pro,petervanpetegem@live.be,super8classic.be
9/20/2025,9/20/2025,Tour de Gatineau,,CAN,WE,AME,1.1,tourdegatineau@gmail.ca,tourdegatineau.ca
9/20/2025,9/21/2025,Keizer der Juniores,,BEL,MJ,EUR,2.1,jan.deramoudt@koksijde.be,www.keizerderjuniores.be
9/21/2025,9/21/2025,Grand Prix International d'Isbergues - Pas de Calais Féminin,,FRA,WE,EUR,1.1,jean-claude.willems@wanadoo.fr,www.gpisbergues.com
9/21/2025,9/21/2025,Gooikse Pijl,,BEL,ME,EUR,1.1,Steven@gooiksportief.be,http://www.gooiksportief.be/
9/21/2025,9/21/2025,Giro della Romagna,,ITA,ME,EUR,1.1,info@extragiro.it,www.extragiro.it
9/21/2025,9/21/2025,Grand Prix d'Isbergues - Pas de Calais,,FRA,ME,EUR,1.1,jean-claude.willems@wanadoo.fr,http://www.gpisbergues.com
9/21/2025,9/28/2025,	UCI Road World Championships,Kigali,RWA,,MON,CM,info@ucikigali2025.rw,ucikigali2025.rw
9/24/2025,9/24/2025,Omloop van het Houtland,,BEL,ME,EUR,1.1,info@omloopvanhethoutland.be,www.omloopvanhethoutland.be
9/26/2025,9/26/2025,Tour de la Mirabelle,,FRA,ME,EUR,1.2,lgoglione@yahoo.com,www.tour-de-la-mirabelle.com
9/27/2025,9/27/2025,Grand Prix Cerami,,BEL,ME,EUR,1.2,secretariat@ws-sport.events,ws-sport.events
9/27/2025,9/27/2025,Mirabelle Classic,,FRA,WE,EUR,1.2,mirabelle.orga@outlook.com,https://tourdelamirabelle.com/mirabelle-classic/
9/28/2025,9/28/2025,Paris-Chauny,,FRA,ME,EUR,1.1,julien.bauwens@orange.fr,www.parischauny.fr
9/28/2025,10/5/2025,Petronas Le Tour de Langkawi,,MAS,ME,ASI,2.Pro,mncf@mail.com,www.letourdelangkawi.my
9/30/2025,9/30/2025,Ruota d'Oro - GP Festa del Perdono,,ITA,MU,EUR,1.2U,ctbcomm@val.it,www.gpruotadoro.com
9/30/2025,10/4/2025,Grand Prix Chantal Biya,,CMR,ME,AFR,2.2,fecacyclisme2013@yahoo.fr; yossihonore@yahoo.fr,
9/30/2025,10/5/2025,CRO Race,,CRO,ME,EUR,2.1,vladimir.miholjevic@tse.hr,www.crorace.com
10/1/2025,10/5/2025,UEC Road European Championships 2025 - Drôme-Ardèche,,FRA,,EUR,CC,t.lardieri@uec.ch,www.uec.ch
10/1/2025,10/5/2025,Vuelta Internacional Femenina a Costa Rica,,CRC,WE,AME,2.2,fecoci@fecoci.net,www.fecoci.net
10/3/2025,10/3/2025,Sparkassen Münsterland Giro,,GER,ME,EUR,1.Pro,bergmann@stadt-muenster.de,www.muensterland-giro.de
10/4/2025,10/4/2025,Giro dell'Emilia,,ITA,ME,EUR,1.Pro,info@gsemilia.it,www.gsemilia.it
10/4/2025,10/4/2025,Il Lombardia Under 23,,ITA,MU,EUR,1.2U,velocluboggiono@gmail.com,www.illombardiaunder23.it
10/4/2025,10/4/2025,Giro dell'Emilia Internazionale Donne Elite,,ITA,WE,EUR,1.Pro,info@gsemilia.it,www.gsemilia.it
10/4/2025,10/4/2025,Oita Urban Classic Criterium,"Oita City, Oita Pref",JPN,ME,ASI,CRT,sportyuti@city.oita.oita.jp,http://www.oita-cyclefes.com/
10/4/2025,10/5/2025,La Philippe Gilbert juniors,,BEL,MJ,EUR,2.1,laura.laphilippegilbertjunior@gmail.com,www.philippegilbert.com
10/5/2025,10/5/2025,Coppa Agostoni - Giro delle Brianze,,ITA,ME,EUR,1.1,info@scsmobililissone.com,https://www.coppaagostoni.it/
10/5/2025,10/5/2025,Oita Urban Classic Road Race,,JPN,ME,ASI,1.2,sportyuti@city.oita.oita.jp,https://www.oita-cyclefes.com/
10/5/2025,10/5/2025,Gran Premio Ciudad de Eibar,,ESP,WE,EUR,1.Pro,clubciclistaeibarres@gmail.com,www.clubciclistaeibarres.org
10/5/2025,10/5/2025,Grand Prix d'Ongola,,CMR,ME,AFR,1.2,yossihonore@yahoo.fr,fecacyclisme2013@yahoo.fr
10/5/2025,10/6/2025,National Road Championships - Chinese Taipei,,TPE,,ASI,CN,tourdetw@ms35.hinet.net,https://cycling.org.tw/
10/6/2025,10/6/2025,Coppa Bernocchi - GP Banco BPM,,ITA,ME,EUR,1.Pro,u.s.legnanese@virgilio.it,uslegnanese.it
10/7/2025,10/7/2025,Tre Valli Varesine Women's Race,,ITA,WE,EUR,1.Pro,women@trevallivaresine.com; giaron@trevallivaresine.com,www.trevallivaresine.com
10/7/2025,10/7/2025,Tre Valli Varesine,,ITA,ME,EUR,1.Pro,renzo.oldani@gmail.com;giaron@trevallivaresine.com,www.trevallivaresine.com
10/7/2025,10/7/2025,Binche Chimay Binche pour Dames,,BEL,WE,EUR,1.1,o.couvreur@skynet.be,
10/7/2025,10/7/2025,Coppa Citta' Di San Daniele,,ITA,ME,EUR,1.2,uc.sandanielesi@yahoo.it,www.ucsandanielesi.com
10/7/2025,10/7/2025,Binche - Chimay - Binche / Mémorial Frank Vandenbroucke,,BEL,ME,EUR,1.1,o.couvreur@skynet.be; fhar@rtbf.be;,www.binche-tournai-binche.eu
10/7/2025,10/11/2025,Vuelta Ciclista Andalucia Elite women,,ESP,WE,EUR,2.1,joaquin@deporinter.es,www.vueltaandaluciawomen.es
10/9/2025,10/9/2025,Gran Piemonte,,ITA,ME,EUR,1.Pro,luca.papini@rcs.it,www.ilgranpiemonte.it
10/9/2025,10/12/2025,Tour of Taihu Lake,,CHN,ME,ASI,2.Pro,touroftaihulake@126.com;admin@chncycling.com,www.touroftaihu.com
10/10/2025,10/10/2025,Tour de Kyushu Criterium,"Sasebo City, Nagasaki",JPN,ME,ASI,CRTP,contact2@tourdekyushu.asia,www.tourdekyushu.asia
10/11/2025,10/11/2025,Il Lombardia,,ITA,ME,UWT,1.UWT,stefano.allocchio@rcs.it,www.illombardia.it
10/11/2025,10/11/2025,Tour de Vendée,,FRA,ME,EUR,1.1,tourdevendee@gmail.com,tourdevendee.com
10/11/2025,10/13/2025,Tour de Kyushu,,JPN,ME,ASI,2.1,contact2@tourdekyushu.asia,www.tourdekyushu.asia
10/12/2025,10/12/2025,Paris - Tours Elite,,FRA,ME,EUR,1.Pro,tgouvenou@aso.fr,www.letour.fr
10/12/2025,10/12/2025,Trofeo Baracchi,,ITA,ME,EUR,1.1,legaciclismoprof@legaciclismoprof.org,
10/12/2025,10/12/2025,National Road Championships - Cyprus IRR MU/WU,,CYP,,EUR,CN,ccf@cytanet.com.cy,
10/12/2025,10/12/2025,Paris - Tours Espoirs,,FRA,MU,EUR,1.2U,tgouvenou@aso.fr,www.letour.fr
10/13/2025,10/19/2025,National Road Championships - Vietnam,,VIE,,ASI,CN,vncycling@yahoo.com,
10/14/2025,10/16/2025,Tour of Chongming Island,,CHN,WE,MON,2.WWT,admin@chncycling.com; shcmhds@vip.163.com,
10/14/2025,10/19/2025,Gree-Tour of Guangxi,,CHN,ME,UWT,2.UWT,yinyushan@wanda.cn,http://www.tourofguangxi.com.cn
10/14/2025,10/19/2025,Tour of Holland,,NED,ME,EUR,2.1,Info@tigsports.nl,Under construction
10/15/2025,10/15/2025,Giro del Veneto,,ITA,ME,EUR,1.Pro,info@venturosport.com,www.girodelveneto.com
10/18/2025,10/18/2025,Utsunomiya Japan Cup Criterium,,JPN,ME,ASI,CRTP,japan-cup@city.utsunomiya.tochigi.jp,https://www.japancup.gr.jp/
10/18/2025,10/18/2025,Criterium Internacional La Nucía,La Nucía (Alicante),ESP,ME,EUR,CRTP,cdpodium@cdpodium.com,www.granfondolanucia.com
10/19/2025,10/19/2025,Chrono des Nations,,FRA,ME,EUR,1.1,contact@chronodesnations.com,www.chronodesnations.com
10/19/2025,10/19/2025,Chrono des Nations,,FRA,MJ,EUR,1.1,contact@chronodesnations.com,www.chronodesnations.com
10/19/2025,10/19/2025,Chrono des Nations,,FRA,MU,EUR,1.2U,contact@chronodesnations.com,www.chronodesnations.com
10/19/2025,10/19/2025,Chrono des Nations,,FRA,WE,EUR,1.1,contact@chronodesnations.com,www.chronodesnations.com
10/19/2025,10/19/2025,Veneto Classic,,ITA,ME,EUR,1.Pro,info@venturosport.com,www.venetoclassic.com
10/19/2025,10/19/2025,Chrono des Nations,,FRA,WJ,EUR,1.1,contact@chronodesnations.com,www.chronodesnations.com
10/19/2025,10/19/2025,Utsunomiya Japan Cup Road Race,,JPN,ME,ASI,1.Pro,japan-cup@city.utsunomiya.tochigi.jp,www.japancup.gr.jp
10/19/2025,10/19/2025,Tour of Guangxi,,CHN,WE,MON,1.WWT,yinyushan@wanda.cn;togwmen@163.com,
